Track	Block	Day No	Starting Time	Ending Time
C5	AQ	6	Day6,9:51	Day6,22:54
C5	AD	6	Day6,22:54	Day7,5:15
C5	AE	7	Day7,5:15	Day7,9:30
C5	AX	7	Day7,9:30	Day7,12:3
C5	AH	7	Day7,12:3	Day7,14:46
C5	BF	7	Day7,14:46	Day7,21:52
C5	BF	7	Day7,21:52	Day8,7:15
C5	AW	8	Day8,7:15	Day8,9:59
C5	AW	8	Day8,9:59	Day8,11:14
C5	AB	8	Day8,11:14	Day8,15:45
C5	AH	8	Day8,15:45	Day8,18:5
C5	AW	8	Day8,18:5	Day8,18:52
C5	AK	8	Day8,18:52	Day8,19:39
C5	BF	8	Day8,19:39	Day9,0:27
C5	AX	9	Day9,0:27	Day9,0:55
C5	BF	9	Day9,0:55	Day9,1:19
C5	AB	9	Day9,1:19	Day9,8:41
C5	AW	9	Day9,8:41	Day9,10:13
C5	AP	9	Day9,10:13	Day9,11:27
C5	AW	9	Day9,11:27	Day9,16:14
C5	AD	9	Day9,16:14	Day9,16:47
C5	AK	9	Day9,16:47	Day9,21:27
C5	BB	9	Day9,21:27	Day10,1:22
C5	AN	10	Day10,1:22	Day10,2:8
C5	BG	10	Day10,2:8	Day10,5:38
C5	AV	10	Day10,5:38	Day10,6:6
C5	BB	10	Day10,6:6	Day10,14:35
C5	BE	10	Day10,14:35	Day10,16:58
C5	AN	10	Day10,16:58	Day10,17:35
C5	AW	10	Day10,17:35	Day10,18:13
C5	AN	10	Day10,18:13	Day11,4:30
C5	AI	11	Day11,4:30	Day11,6:54
C5	AV	11	Day11,6:54	Day11,9:20
C5	AP	11	Day11,9:20	Day11,11:57
C5	AK	11	Day11,11:57	Day11,12:39
C5	AW	11	Day11,12:39	Day11,18:16
C5	BB	11	Day11,18:16	Day11,19:7
C5	AV	11	Day11,19:7	Day11,23:9
C5	AD	11	Day11,23:9	Day11,23:51
C5	AB	12	Day11,23:51	Day12,0:37
C5	BB	12	Day12,0:37	Day12,7:6
C5	BF	12	Day12,7:6	Day12,7:44
C5	AQ	12	Day12,7:44	Day12,14:50
C5	AR	12	Day12,14:50	Day12,15:41
C5	AH	12	Day12,15:41	Day12,21:8
C5	AK	12	Day12,21:8	Day13,1:4
C5	AX	13	Day13,1:4	Day13,2:28
C5	AH	13	Day13,2:28	Day13,5:42
C5	AA	13	Day13,5:42	Day13,14:6
C5	BF	13	Day13,14:6	Day13,18:6
C5	AF	13	Day13,18:6	Day13,20:25
C5	BE	13	Day13,20:25	Day13,22:21
C5	AP	13	Day13,22:21	Day14,0:17
C5	AU	14	Day14,0:17	Day14,2:41
C5	AX	14	Day14,2:41	Day14,3:5
C5	AB	14	Day14,3:5	Day14,3:28
C5	AR	14	Day14,3:28	Day14,4:19
C5	AR	14	Day14,4:19	Day14,12:49
C5	AK	14	Day14,12:49	Day14,15:13
C5	BG	14	Day14,15:13	Day14,19:19
C5	BB	14	Day14,19:19	Day14,22:6
C5	AU	14	Day14,22:6	Day14,22:39
C5	AQ	14	Day14,22:39	Day15,3:38
C5	AV	15	Day15,3:38	Day15,4:20
C5	AB	15	Day15,4:20	Day15,5:11
C5	AV	15	Day15,5:11	Day15,11:59
C5	BB	15	Day15,11:59	Day15,16:43
C5	AY	15	Day15,16:43	Day15,20:34
C5	BG	15	Day15,20:34	Day16,5:17
C5	AH	16	Day16,5:17	Day16,7:41
C5	AE	16	Day16,7:41	Day16,13:31
C5	AW	16	Day16,13:31	Day16,16:18
C5	AW	16	Day16,16:18	Day16,18:20
C5	AR	16	Day16,18:20	Day16,22:27
C5	AD	16	Day16,22:27	Day16,23:32
C5	AY	16	Day16,23:32	Day17,0:47
C5	AY	17	Day17,0:47	Day17,1:15
C5	BE	17	Day17,1:15	Day17,1:57
C5	AJ	17	Day17,1:57	Day17,9:56
C5	BE	17	Day17,9:56	Day17,10:52
C5	AN	17	Day17,10:52	Day17,15:59
C5	BB	17	Day17,15:59	Day17,18:51
C5	AH	17	Day17,18:51	Day17,19:19
C5	AZ	17	Day17,19:19	Day17,23:39
C5	BF	17	Day17,23:39	Day18,3:55
C5	AN	18	Day18,3:55	Day18,4:32
C5	AN	18	Day18,4:32	Day18,9:59
C5	AE	18	Day18,9:59	Day18,11:8
C5	BG	18	Day18,11:8	Day18,14:19
C5	AX	18	Day18,14:19	Day18,17:38
C5	AI	18	Day18,17:38	Day18,18:33
C5	AK	18	Day18,18:33	Day19,0:59
C5	AV	19	Day19,0:59	Day19,2:0
C6	AP	1	Day1,0:52	Day1,5:27
C6	AK	1	Day1,5:27	Day1,7:47
C6	AD	1	Day1,7:47	Day1,10:16
C6	AV	1	Day1,10:16	Day1,10:49
C6	AV	1	Day1,10:49	Day1,15:19
C6	AV	1	Day1,15:19	Day1,18:15
C6	AV	1	Day1,18:15	Day1,18:48
C6	AF	1	Day1,18:48	Day1,19:30
C6	BD	1	Day1,19:30	Day2,3:15
C6	AQ	2	Day2,3:15	Day2,11:51
C6	AN	2	Day2,11:51	Day2,12:47
C6	BB	2	Day2,12:47	Day2,14:33
C6	AN	2	Day2,14:33	Day2,15:15
C6	AX	2	Day2,15:15	Day2,21:29
C6	AK	2	Day2,21:29	Day2,21:57
C6	AK	2	Day2,21:57	Day3,1:26
C6	BF	3	Day3,1:26	Day3,1:54
C6	AP	3	Day3,1:54	Day3,2:31
C6	AA	3	Day3,2:31	Day3,10:4
C6	AP	3	Day3,10:4	Day3,10:41
C6	BD	3	Day3,10:41	Day3,14:52
C6	AV	3	Day3,14:52	Day3,18:20
C6	AK	3	Day3,18:20	Day3,19:11
C6	AV	3	Day3,19:11	Day3,19:53
C6	AF	3	Day3,19:53	Day3,20:26
C6	BG	3	Day3,20:26	Day4,7:30
C6	AP	4	Day4,7:30	Day4,10:45
C6	AF	4	Day4,10:45	Day4,11:22
C6	AT	4	Day4,11:22	Day4,17:21
C6	AK	4	Day4,17:21	Day4,18:16
C6	BC	4	Day4,18:16	Day4,18:58
C6	AN	4	Day4,18:58	Day5,1:35
C6	AO	5	Day5,1:35	Day5,2:8
C6	BG	5	Day5,2:8	Day5,7:15
C6	AY	5	Day5,7:15	Day5,9:2
C6	AL	5	Day5,9:2	Day6,2:49
C6	AT	6	Day6,2:49	Day6,11:42
C6	AH	6	Day6,11:42	Day6,14:24
C6	AS	6	Day6,14:24	Day7,2:18
C6	AY	7	Day7,2:18	Day7,6:29
C6	BE	7	Day7,6:29	Day7,10:26
C6	BE	7	Day7,10:26	Day7,14:46
C6	BE	7	Day7,14:46	Day8,0:49
C6	AE	8	Day8,0:49	Day8,6:47
C6	AE	8	Day8,6:47	Day8,9:30
C6	AN	8	Day8,9:30	Day8,10:27
C6	AN	8	Day8,10:27	Day8,13:43
C6	AP	8	Day8,13:43	Day8,15:45
C6	AK	8	Day8,15:45	Day8,18:5
C6	AK	8	Day8,18:5	Day8,18:52
C6	AR	8	Day8,18:52	Day8,19:39
C6	AE	8	Day8,19:39	Day9,0:27
C6	BE	9	Day9,0:27	Day9,0:55
C6	AJ	9	Day9,0:55	Day9,1:19
C6	AF	9	Day9,1:19	Day9,8:41
C6	AC	9	Day9,8:41	Day9,10:13
C6	AF	9	Day9,10:13	Day9,11:27
C6	AN	9	Day9,11:27	Day9,16:14
C6	AY	9	Day9,16:14	Day9,16:47
C6	AH	9	Day9,16:47	Day9,21:27
C6	AP	9	Day9,21:27	Day10,1:22
C6	AP	10	Day10,1:22	Day10,2:8
C6	AK	10	Day10,2:8	Day10,5:38
C6	AD	10	Day10,5:38	Day10,6:6
C6	AK	10	Day10,6:6	Day10,7:1
C6	AA	10	Day10,7:1	Day10,14:35
C6	AK	10	Day10,14:35	Day10,16:58
C6	AM	10	Day10,16:58	Day10,17:35
C6	AH	10	Day10,17:35	Day10,18:13
C6	BE	10	Day10,18:13	Day10,18:50
C6	AB	10	Day10,18:50	Day11,4:30
C6	AJ	11	Day11,4:30	Day11,6:54
C6	AF	11	Day11,6:54	Day11,9:20
C6	AT	11	Day11,9:20	Day11,11:57
C6	AC	11	Day11,11:57	Day11,12:39
C6	AQ	11	Day11,12:39	Day11,18:16
C6	AM	11	Day11,18:16	Day11,23:9
C6	AB	11	Day11,23:9	Day11,23:51
C6	BC	12	Day11,23:51	Day12,7:6
C6	AD	12	Day12,7:6	Day12,7:44
C6	AU	12	Day12,7:44	Day12,14:50
C6	AF	12	Day12,14:50	Day12,15:41
C6	AF	12	Day12,15:41	Day12,21:8
C6	AP	12	Day12,21:8	Day13,1:4
C6	AJ	13	Day13,1:4	Day13,2:28
C6	AK	13	Day13,2:28	Day13,5:42
C6	AS	13	Day13,5:42	Day13,6:11
C6	AH	13	Day13,6:11	Day13,14:6
C6	AG	13	Day13,14:6	Day13,16:1
C6	AD	13	Day13,16:1	Day13,18:6
C6	AH	13	Day13,18:6	Day13,20:25
C6	AN	13	Day13,20:25	Day13,22:21
C6	AJ	13	Day13,22:21	Day14,0:17
C6	AJ	14	Day14,0:17	Day14,2:41
C6	AP	14	Day14,2:41	Day14,3:5
C6	AW	14	Day14,3:5	Day14,3:28
C6	AD	14	Day14,3:28	Day14,4:19
C6	AH	14	Day14,4:19	Day14,12:49
C6	AX	14	Day14,12:49	Day14,15:13
C6	AP	14	Day14,15:13	Day14,15:42
C6	AK	14	Day14,15:42	Day14,19:19
C6	BG	14	Day14,19:19	Day14,22:6
C6	AC	14	Day14,22:6	Day14,22:39
C6	BE	14	Day14,22:39	Day15,3:38
C6	AP	15	Day15,3:38	Day15,4:20
C6	AZ	15	Day15,4:20	Day15,5:11
C6	AF	15	Day15,5:11	Day15,11:59
C6	AU	15	Day15,11:59	Day15,16:43
C6	AK	15	Day15,16:43	Day15,18:29
C6	AN	15	Day15,18:29	Day16,0:57
C6	AN	16	Day16,0:57	Day16,6:55
C6	AY	16	Day16,6:55	Day16,13:3
C6	AS	16	Day16,13:3	Day16,21:54
C6	AX	16	Day16,21:54	Day17,0:47
C6	AE	17	Day17,0:47	Day17,1:15
C6	BG	17	Day17,1:15	Day17,1:57
C6	BE	17	Day17,1:57	Day17,9:56
C6	AF	17	Day17,9:56	Day17,10:52
C6	AY	17	Day17,10:52	Day17,15:59
C6	AJ	17	Day17,15:59	Day17,18:51
C6	BF	17	Day17,18:51	Day17,19:19
C6	AQ	17	Day17,19:19	Day17,23:39
C6	AW	17	Day17,23:39	Day18,3:55
C6	AM	18	Day18,3:55	Day18,9:59
C6	AB	18	Day18,9:59	Day18,11:8
C6	AN	18	Day18,11:8	Day18,14:19
C6	AC	18	Day18,14:19	Day18,17:38
C6	AR	18	Day18,17:38	Day18,18:33
C6	AV	18	Day18,18:33	Day19,1:36
C6	AW	19	Day19,1:36	Day1,-1:0
C7	AD	1	Day1,0:52	Day1,5:27
C7	AP	1	Day1,5:27	Day1,7:47
C7	BG	1	Day1,7:47	Day1,8:33
C7	AA	1	Day1,8:33	Day1,10:16
C7	AX	1	Day1,10:16	Day1,15:19
C7	BF	1	Day1,15:19	Day1,18:15
C7	AN	1	Day1,18:15	Day1,18:48
C7	AY	1	Day1,18:48	Day1,19:30
C7	AU	1	Day1,19:30	Day2,3:15
C7	AP	2	Day2,3:15	Day2,4:6
C7	BG	2	Day2,4:6	Day2,11:51
C7	BC	2	Day2,11:51	Day2,14:33
C7	AJ	2	Day2,14:33	Day2,15:15
C7	AU	2	Day2,15:15	Day2,21:29
C7	AU	2	Day2,21:29	Day3,1:26
C7	AF	3	Day3,1:26	Day3,1:54
C7	AU	3	Day3,1:54	Day3,10:4
C7	AH	3	Day3,10:4	Day3,10:41
C7	BG	3	Day3,10:41	Day3,14:52
C7	BC	3	Day3,14:52	Day3,18:20
C7	AJ	3	Day3,18:20	Day3,19:11
C7	AF	3	Day3,19:11	Day3,19:53
C7	AP	3	Day3,19:53	Day3,20:26
C7	AJ	3	Day3,20:26	Day4,7:30
C7	BG	4	Day4,7:30	Day4,10:45
C7	AR	4	Day4,10:45	Day4,11:22
C7	BD	4	Day4,11:22	Day4,17:21
C7	AD	4	Day4,17:21	Day4,18:16
C7	AN	4	Day4,18:16	Day4,18:58
C7	AO	4	Day4,18:58	Day5,1:35
C7	AP	5	Day5,1:35	Day5,2:8
C7	AA	5	Day5,2:8	Day5,9:2
C7	AX	5	Day5,9:2	Day5,13:14
C7	AR	5	Day5,13:14	Day5,16:34
C7	AV	5	Day5,16:34	Day5,20:2
C7	AR	5	Day5,20:2	Day5,23:44
C7	AR	5	Day5,23:44	Day6,2:12
C7	AH	6	Day6,2:12	Day6,2:49
C7	AH	6	Day6,2:49	Day6,5:45
C7	AH	6	Day6,5:45	Day6,8:37
C7	AH	6	Day6,8:37	Day6,10:38
C7	AH	6	Day6,10:38	Day6,11:42
C7	AP	6	Day6,11:42	Day6,16:6
C7	AP	6	Day6,16:6	Day6,19:11
C7	AB	6	Day6,19:11	Day7,0:40
C7	AB	7	Day7,0:40	Day7,6:29
C7	AC	7	Day7,6:29	Day7,9:30
C7	AC	7	Day7,9:30	Day7,12:3
C7	AK	7	Day7,12:3	Day7,14:46
C7	AD	7	Day7,14:46	Day7,19:0
C7	AD	7	Day7,19:0	Day8,2:28
C7	AK	8	Day8,2:28	Day8,6:47
C7	BA	8	Day8,6:47	Day8,14:35
C7	AX	8	Day8,14:35	Day8,18:52
C7	BG	8	Day8,18:52	Day9,0:27
C7	AV	9	Day9,0:27	Day9,0:55
C7	BB	9	Day9,0:55	Day9,8:41
C7	BB	9	Day9,8:41	Day9,10:13
C7	AH	9	Day9,10:13	Day9,11:27
C7	BE	9	Day9,11:27	Day9,16:14
C7	AE	9	Day9,16:14	Day9,16:47
C7	AR	9	Day9,16:47	Day9,21:27
C7	BE	9	Day9,21:27	Day10,1:22
C7	AH	10	Day10,1:22	Day10,2:8
C7	AI	10	Day10,2:8	Day10,5:38
C7	AK	10	Day10,5:38	Day10,6:6
C7	AA	10	Day10,6:6	Day10,7:1
C7	AN	10	Day10,7:1	Day10,14:35
C7	AN	10	Day10,14:35	Day10,16:58
C7	AW	10	Day10,16:58	Day10,17:35
C7	AA	10	Day10,17:35	Day10,18:13
C7	AW	10	Day10,18:13	Day10,18:50
C7	AW	10	Day10,18:50	Day11,4:30
C7	BG	11	Day11,4:30	Day11,6:54
C7	AU	11	Day11,6:54	Day11,11:57
C7	AD	11	Day11,11:57	Day11,12:39
C7	AH	11	Day11,12:39	Day11,18:16
C7	AV	11	Day11,18:16	Day11,19:7
C7	AS	11	Day11,19:7	Day11,23:9
C7	AF	11	Day11,23:9	Day11,23:51
C7	AA	12	Day11,23:51	Day12,7:6
C7	AX	12	Day12,7:6	Day12,7:44
C7	AM	12	Day12,7:44	Day12,14:50
C7	AL	12	Day12,14:50	Day13,1:4
C7	AH	13	Day13,1:4	Day13,2:28
C7	AA	13	Day13,2:28	Day13,5:42
C7	AC	13	Day13,5:42	Day13,6:11
C7	BD	13	Day13,6:11	Day13,14:6
C7	AC	13	Day13,14:6	Day13,16:1
C7	AR	13	Day13,16:1	Day13,18:6
C7	BF	13	Day13,18:6	Day13,22:21
C7	AH	13	Day13,22:21	Day14,0:17
C7	AC	14	Day14,0:17	Day14,2:41
C7	BC	14	Day14,2:41	Day14,3:5
C7	AV	14	Day14,3:5	Day14,3:28
C7	BA	14	Day14,3:28	Day14,4:19
C7	AW	14	Day14,4:19	Day14,12:49
C7	AE	14	Day14,12:49	Day14,15:13
C7	AH	14	Day14,15:13	Day14,15:42
C7	AW	14	Day14,15:42	Day14,19:19
C7	AB	14	Day14,19:19	Day14,22:6
C7	AH	14	Day14,22:6	Day14,22:39
C7	AK	14	Day14,22:39	Day15,3:38
C7	BF	15	Day15,3:38	Day15,4:20
C7	AC	15	Day15,4:20	Day15,11:59
C7	AH	15	Day15,11:59	Day15,15:47
C7	AP	15	Day15,15:47	Day15,18:29
C7	AW	15	Day15,18:29	Day15,22:25
C7	AF	15	Day15,22:25	Day16,3:54
C7	AH	16	Day16,3:54	Day16,5:17
C7	AK	16	Day16,5:17	Day16,10:52
C7	AK	16	Day16,10:52	Day16,13:31
C7	AK	16	Day16,13:31	Day16,14:17
C7	BG	16	Day16,14:17	Day16,17:15
C7	AJ	16	Day16,17:15	Day16,19:12
C7	AX	16	Day16,19:12	Day16,21:54
C7	AP	16	Day16,21:54	Day17,0:47
C7	BA	17	Day17,0:47	Day17,1:15
C7	AZ	17	Day17,1:15	Day17,1:57
C7	BG	17	Day17,1:57	Day17,9:56
C7	AD	17	Day17,9:56	Day17,10:52
C7	AJ	17	Day17,10:52	Day17,15:59
C7	AR	17	Day17,15:59	Day17,18:51
C7	AE	17	Day17,18:51	Day17,19:19
C7	BG	17	Day17,19:19	Day17,23:39
C7	AC	17	Day17,23:39	Day18,3:55
C7	BB	18	Day18,3:55	Day18,9:59
C7	AV	18	Day18,9:59	Day18,11:8
C7	AD	18	Day18,11:8	Day18,14:19
C7	AU	18	Day18,14:19	Day18,17:38
C7	AT	18	Day18,17:38	Day18,18:33
C7	AJ	18	Day18,18:33	Day19,2:0
C8	AB	1	Day1,0:52	Day1,5:27
C8	AI	1	Day1,5:27	Day1,7:47
C8	AF	1	Day1,7:47	Day1,8:33
C8	AV	1	Day1,8:33	Day1,10:16
C8	AQ	1	Day1,10:16	Day1,15:19
C8	AW	1	Day1,15:19	Day1,18:15
C8	AD	1	Day1,18:15	Day1,18:48
C8	AV	1	Day1,18:48	Day2,3:15
C8	AB	2	Day2,3:15	Day2,11:51
C8	AY	2	Day2,11:51	Day2,12:47
C8	AF	2	Day2,12:47	Day2,14:33
C8	BE	2	Day2,14:33	Day2,15:15
C8	AI	2	Day2,15:15	Day2,21:29
C8	AT	2	Day2,21:29	Day2,21:57
C8	AH	2	Day2,21:57	Day3,1:26
C8	AH	3	Day3,1:26	Day3,1:54
C8	AN	3	Day3,1:54	Day3,2:31
C8	AW	3	Day3,2:31	Day3,10:4
C8	AO	3	Day3,10:4	Day3,18:20
C8	AN	3	Day3,18:20	Day3,19:11
C8	BE	3	Day3,19:11	Day3,19:53
C8	BG	3	Day3,19:53	Day3,20:26
C8	AS	3	Day3,20:26	Day3,20:59
C8	AF	3	Day3,20:59	Day4,7:30
C8	AI	4	Day4,7:30	Day4,10:45
C8	AX	4	Day4,10:45	Day4,11:22
C8	AW	4	Day4,11:22	Day4,17:21
C8	AE	4	Day4,17:21	Day4,18:16
C8	AA	4	Day4,18:16	Day4,18:58
C8	AJ	4	Day4,18:58	Day5,1:35
C8	AH	5	Day5,1:35	Day5,2:8
C8	AG	5	Day5,2:8	Day5,9:2
C8	AJ	5	Day5,9:2	Day5,13:14
C8	AN	5	Day5,13:14	Day5,17:58
C8	AH	5	Day5,17:58	Day5,20:53
C8	BE	5	Day5,20:53	Day6,7:18
C8	AA	6	Day6,7:18	Day6,18:16
C8	AJ	6	Day6,18:16	Day7,3:32
C8	BF	7	Day7,3:32	Day7,5:48
C8	BF	7	Day7,5:48	Day7,14:46
C8	AB	7	Day7,14:46	Day7,22:25
C8	AV	7	Day7,22:25	Day8,3:46
C8	AY	8	Day8,3:46	Day8,8:25
C8	AU	8	Day8,8:25	Day8,14:35
C8	AC	8	Day8,14:35	Day8,18:52
C8	AW	8	Day8,18:52	Day8,19:39
C8	AR	8	Day8,19:39	Day9,0:27
C8	AD	9	Day9,0:27	Day9,0:55
C8	BC	9	Day9,0:55	Day9,8:41
C8	AV	9	Day9,8:41	Day9,10:13
C8	AL	9	Day9,10:13	Day9,16:14
C8	BB	9	Day9,16:14	Day9,16:47
C8	AI	9	Day9,16:47	Day9,21:27
C8	AX	9	Day9,21:27	Day10,1:22
C8	AY	10	Day10,1:22	Day10,5:38
C8	BF	10	Day10,5:38	Day10,6:6
C8	AB	10	Day10,6:6	Day10,13:39
C8	AY	10	Day10,13:39	Day10,16:58
C8	AJ	10	Day10,16:58	Day10,17:35
C8	AL	10	Day10,17:35	Day10,18:13
C8	BB	10	Day10,18:13	Day10,18:50
C8	AH	10	Day10,18:50	Day11,4:30
C8	AF	11	Day11,4:30	Day11,6:54
C8	AC	11	Day11,6:54	Day11,11:57
C8	AY	11	Day11,11:57	Day11,12:39
C8	AZ	11	Day11,12:39	Day11,18:16
C8	AC	11	Day11,18:16	Day11,23:9
C8	BF	11	Day11,23:9	Day11,23:51
C8	AY	12	Day11,23:51	Day12,7:6
C8	AO	12	Day12,7:6	Day12,7:44
C8	AE	12	Day12,7:44	Day12,8:21
C8	AH	12	Day12,8:21	Day12,14:50
C8	AA	12	Day12,14:50	Day12,21:8
C8	BF	12	Day12,21:8	Day13,1:4
C8	AO	13	Day13,1:4	Day13,5:42
C8	AV	13	Day13,5:42	Day13,14:6
C8	AF	13	Day13,14:6	Day13,16:1
C8	AK	13	Day13,16:1	Day13,18:6
C8	BB	13	Day13,18:6	Day13,20:25
C8	AV	13	Day13,20:25	Day14,0:17
C8	AB	14	Day14,0:17	Day14,2:41
C8	AQ	14	Day14,2:41	Day14,3:5
C8	AQ	14	Day14,3:5	Day14,3:28
C8	AG	14	Day14,3:28	Day14,12:49
C8	AH	14	Day14,12:49	Day14,15:13
C8	BC	14	Day14,15:13	Day14,15:42
C8	BB	14	Day14,15:42	Day14,19:19
C8	AX	14	Day14,19:19	Day14,22:6
C8	AI	14	Day14,22:6	Day14,22:39
C8	AH	14	Day14,22:39	Day15,3:38
C8	AK	15	Day15,3:38	Day15,4:20
C8	AM	15	Day15,4:20	Day15,11:59
C8	AV	15	Day15,11:59	Day15,18:29
C8	AP	15	Day15,18:29	Day15,20:34
C8	AY	15	Day15,20:34	Day16,2:30
C8	AY	16	Day16,2:30	Day16,6:55
C8	AN	16	Day16,6:55	Day16,11:57
C8	AP	16	Day16,11:57	Day16,14:59
C8	AP	16	Day16,14:59	Day16,17:15
C8	AZ	16	Day16,17:15	Day16,19:58
C8	AE	16	Day16,19:58	Day16,23:4
C8	AH	16	Day16,23:4	Day17,0:47
C8	AQ	17	Day17,0:47	Day17,1:15
C8	AP	17	Day17,1:15	Day17,1:57
C8	BF	17	Day17,1:57	Day17,9:56
C8	AR	17	Day17,9:56	Day17,10:52
C8	AG	17	Day17,10:52	Day17,18:51
C8	BB	17	Day17,18:51	Day17,19:19
C8	AF	17	Day17,19:19	Day17,23:39
C8	AT	17	Day17,23:39	Day18,0:8
C8	AF	18	Day18,0:8	Day18,3:55
C8	AP	18	Day18,3:55	Day18,4:32
C8	BE	18	Day18,4:32	Day18,9:59
C8	AP	18	Day18,9:59	Day18,11:8
C8	AP	18	Day18,11:8	Day18,14:19
C8	AH	18	Day18,14:19	Day18,17:38
C8	AM	18	Day18,17:38	Day18,18:33
C8	AC	18	Day18,18:33	Day19,1:36
C9	AJ	1	Day1,0:52	Day1,5:27
C9	BD	1	Day1,5:27	Day1,7:47
C9	AE	1	Day1,7:47	Day1,10:16
C9	AW	1	Day1,10:16	Day1,15:19
C9	AE	1	Day1,15:19	Day1,18:15
C9	AW	1	Day1,18:15	Day1,18:48
C9	AM	1	Day1,18:48	Day2,3:15
C9	AX	2	Day2,3:15	Day2,11:51
C9	AW	2	Day2,11:51	Day2,12:47
C9	AJ	2	Day2,12:47	Day2,14:33
C9	AF	2	Day2,14:33	Day2,15:15
C9	AH	2	Day2,15:15	Day2,21:29
C9	AD	2	Day2,21:29	Day3,1:26
C9	AW	3	Day3,1:26	Day3,1:54
C9	AV	3	Day3,1:54	Day3,2:31
C9	AP	3	Day3,2:31	Day3,10:4
C9	AW	3	Day3,10:4	Day3,10:41
C9	AP	3	Day3,10:41	Day3,14:1
C9	AW	3	Day3,14:1	Day3,14:52
C9	AZ	3	Day3,14:52	Day3,18:20
C9	AD	3	Day3,18:20	Day3,19:11
C9	BG	3	Day3,19:11	Day3,19:53
C9	AB	3	Day3,19:53	Day3,20:26
C9	AU	3	Day3,20:26	Day3,20:59
C9	AH	3	Day3,20:59	Day4,7:30
C9	AA	4	Day4,7:30	Day4,10:45
C9	AE	4	Day4,10:45	Day4,17:21
C9	AU	4	Day4,17:21	Day4,18:16
C9	AE	4	Day4,18:16	Day5,1:35
C9	BB	5	Day5,1:35	Day5,9:2
C9	AH	5	Day5,9:2	Day5,13:14
C9	AE	5	Day5,13:14	Day5,16:34
C9	AR	5	Day5,16:34	Day5,20:2
C9	AA	5	Day5,20:2	Day6,7:18
C9	BG	6	Day6,7:18	Day6,13:15
C9	AF	6	Day6,13:15	Day6,17:34
C9	AF	6	Day6,17:34	Day6,22:12
C9	AC	6	Day6,22:12	Day7,5:48
C9	AI	7	Day7,5:48	Day8,1:18
C9	AB	8	Day8,1:18	Day8,7:15
C9	AD	8	Day8,7:15	Day8,10:27
C9	AT	8	Day8,10:27	Day8,10:50
C9	AK	8	Day8,10:50	Day8,12:38
C9	AV	8	Day8,12:38	Day8,14:35
C9	AV	8	Day8,14:35	Day8,18:29
C9	AE	8	Day8,18:29	Day8,18:52
C9	AM	8	Day8,18:52	Day9,0:27
C9	AU	9	Day9,0:27	Day9,0:55
C9	AY	9	Day9,0:55	Day9,1:19
C9	AH	9	Day9,1:19	Day9,8:41
C9	AR	9	Day9,8:41	Day9,10:13
C9	BD	9	Day9,10:13	Day9,16:14
C9	AH	9	Day9,16:14	Day9,16:47
C9	AM	9	Day9,16:47	Day9,21:27
C9	AQ	9	Day9,21:27	Day10,1:22
C9	AC	10	Day10,1:22	Day10,5:38
C9	AY	10	Day10,5:38	Day10,6:6
C9	AZ	10	Day10,6:6	Day10,7:1
C9	AP	10	Day10,7:1	Day10,13:39
C9	AZ	10	Day10,13:39	Day10,16:58
C9	AV	10	Day10,16:58	Day10,17:35
C9	AC	10	Day10,17:35	Day10,18:13
C9	AM	10	Day10,18:13	Day11,4:30
C9	AX	11	Day11,4:30	Day11,6:54
C9	AP	11	Day11,6:54	Day11,9:20
C9	AF	11	Day11,9:20	Day11,11:57
C9	AF	11	Day11,11:57	Day11,12:39
C9	AR	11	Day11,12:39	Day11,18:16
C9	AP	11	Day11,18:16	Day11,23:9
C9	AW	11	Day11,23:9	Day11,23:51
C9	AJ	12	Day11,23:51	Day12,7:6
C9	AF	12	Day12,7:6	Day12,7:44
C9	BG	12	Day12,7:44	Day12,14:50
C9	AJ	12	Day12,14:50	Day12,21:8
C9	BE	12	Day12,21:8	Day13,1:4
C9	BE	13	Day13,1:4	Day13,2:28
C9	AF	13	Day13,2:28	Day13,5:42
C9	AH	13	Day13,5:42	Day13,6:11
C9	BB	13	Day13,6:11	Day13,14:6
C9	AM	13	Day13,14:6	Day13,18:6
C9	AV	13	Day13,18:6	Day13,20:25
C9	AR	13	Day13,20:25	Day13,22:21
C9	AK	13	Day13,22:21	Day14,0:17
C9	AD	14	Day14,0:17	Day14,2:41
C9	BG	14	Day14,2:41	Day14,3:5
C9	AI	14	Day14,3:5	Day14,3:28
C9	BG	14	Day14,3:28	Day14,12:49
C9	AJ	14	Day14,12:49	Day14,15:13
C9	AK	14	Day14,15:13	Day14,15:42
C9	AP	14	Day14,15:42	Day14,19:19
C9	AJ	14	Day14,19:19	Day14,22:6
C9	AW	14	Day14,22:6	Day14,22:39
C9	AR	14	Day14,22:39	Day15,3:38
C9	AN	15	Day15,3:38	Day15,4:20
C9	AH	15	Day15,4:20	Day15,5:11
C9	BG	15	Day15,5:11	Day15,11:59
C9	AF	15	Day15,11:59	Day15,16:43
C9	AQ	15	Day15,16:43	Day16,8:56
C9	AR	16	Day16,8:56	Day16,13:31
C9	AH	16	Day16,13:31	Day16,14:17
C9	AJ	16	Day16,14:17	Day16,16:47
C9	BE	16	Day16,16:47	Day16,17:15
C9	AQ	16	Day16,17:15	Day16,23:32
C9	AA	16	Day16,23:32	Day17,0:47
C9	AC	17	Day17,0:47	Day17,1:15
C9	AV	17	Day17,1:15	Day17,1:57
C9	AA	17	Day17,1:57	Day17,9:56
