Track	Block	Day No	Starting Time	Ending Time
C6	AN	7	Day7,3:32	Day7,6:29
C6	AW	7	Day7,6:29	Day7,8:2
C6	AR	7	Day7,8:2	Day7,13:31
C6	AY	7	Day7,13:31	Day7,19:0
C6	AV	7	Day7,19:0	Day7,22:58
C6	AF	7	Day7,22:58	Day8,2:28
C6	AC	8	Day8,2:28	Day8,7:15
C6	AX	8	Day8,7:15	Day8,11:56
C6	BE	8	Day8,11:56	Day8,16:9
C6	AF	8	Day8,16:9	Day8,18:5
C6	AN	8	Day8,18:5	Day8,18:52
C6	AP	8	Day8,18:52	Day8,20:34
C6	AJ	8	Day8,20:34	Day8,22:35
C6	AE	8	Day8,22:35	Day9,1:58
C6	AH	9	Day9,1:58	Day9,3:49
C6	AW	9	Day9,3:49	Day9,5:40
C6	AV	9	Day9,5:40	Day9,11:27
C6	BE	9	Day9,11:27	Day9,15:4
C6	AW	9	Day9,15:4	Day9,16:47
C6	AR	9	Day9,16:47	Day9,17:42
C6	AY	9	Day9,17:42	Day9,21:27
C6	AY	9	Day9,21:27	Day10,1:22
C6	AP	10	Day10,1:22	Day10,3:4
C6	AP	10	Day10,3:4	Day10,5:5
C6	AY	10	Day10,5:5	Day10,6:6
C6	BB	10	Day10,6:6	Day10,9:57
C6	BE	10	Day10,9:57	Day10,12:30
C6	BG	10	Day10,12:30	Day10,15:58
C6	AK	10	Day10,15:58	Day10,17:22
C6	AH	10	Day10,17:22	Day10,19:42
C6	AH	10	Day10,19:42	Day10,23:11
C6	AP	10	Day10,23:11	Day11,6:54
C6	AU	11	Day11,6:54	Day11,7:50
C6	AH	11	Day11,7:50	Day11,10:14
C6	AW	11	Day11,10:14	Day11,11:56
C6	AD	11	Day11,11:56	Day11,16:39
C6	BG	11	Day11,16:39	Day11,20:40
C6	AG	11	Day11,20:40	Day12,7:6
C6	AX	12	Day12,7:6	Day12,13:54
C6	AW	12	Day12,13:54	Day12,14:50
C6	AS	12	Day12,14:50	Day12,21:8
C6	AY	12	Day12,21:8	Day13,1:4
C6	AX	13	Day13,1:4	Day13,3:10
C6	BB	13	Day13,3:10	Day13,6:57
C6	AC	13	Day13,6:57	Day13,12:28
C6	AH	13	Day13,12:28	Day13,15:6
C6	AW	13	Day13,15:6	Day13,16:34
C6	AR	13	Day13,16:34	Day13,19:25
C6	BG	13	Day13,19:25	Day13,21:41
C6	AK	13	Day13,21:41	Day14,3:14
C6	AD	14	Day14,3:14	Day14,9:24
C6	AT	14	Day14,9:24	Day14,23:21
C6	AT	14	Day14,23:21	Day15,11:59
C6	AP	15	Day15,11:59	Day15,14:14
C6	AH	15	Day15,14:14	Day15,17:20
C6	AH	15	Day15,17:20	Day15,19:30
C6	AX	15	Day15,19:30	Day16,0:49
C6	AR	16	Day16,0:49	Day16,5:9
C6	AY	16	Day16,5:9	Day16,10:30
C6	AV	16	Day16,10:30	Day16,16:6
C6	BD	16	Day16,16:6	Day17,0:49
C6	AQ	17	Day17,0:49	Day17,17:15
C6	AW	17	Day17,17:15	Day17,19:2
C6	AT	17	Day17,19:2	Day18,2:10
C6	AZ	18	Day18,2:10	Day18,14:19
C6	AH	18	Day18,14:19	Day18,19:42
C6	AD	18	Day18,19:42	Day18,22:6
C6	BG	18	Day18,22:6	Day19,2:0
C7	AD	1	Day1,0:52	Day1,10:16
C7	BE	1	Day1,10:16	Day1,16:40
C7	AK	1	Day1,16:40	Day1,18:36
C7	AW	1	Day1,18:36	Day1,20:14
C7	AY	1	Day1,20:14	Day1,22:41
C7	AF	1	Day1,22:41	Day2,2:24
C7	AP	2	Day2,2:24	Day2,6:56
C7	AP	2	Day2,6:56	Day2,8:7
C7	AR	2	Day2,8:7	Day2,11:40
C7	AP	2	Day2,11:40	Day2,13:8
C7	AW	2	Day2,13:8	Day2,19:14
C7	BE	2	Day2,19:14	Day3,2:0
C7	BE	3	Day3,2:0	Day3,9:22
C7	AX	3	Day3,9:22	Day3,12:52
C7	AX	3	Day3,12:52	Day3,18:26
C7	AK	3	Day3,18:26	Day4,2:44
C7	AD	4	Day4,2:44	Day4,7:30
C7	AR	4	Day4,7:30	Day4,9:45
C7	AW	4	Day4,9:45	Day4,11:56
C7	AW	4	Day4,11:56	Day4,15:14
C7	AW	4	Day4,15:14	Day4,16:21
C7	AF	4	Day4,16:21	Day4,20:16
C7	AF	4	Day4,20:16	Day4,21:44
C7	AH	4	Day4,21:44	Day4,23:32
C7	AW	4	Day4,23:32	Day5,0:55
C7	AK	5	Day5,0:55	Day5,3:56
C7	AX	5	Day5,3:56	Day5,5:47
C7	AH	5	Day5,5:47	Day5,8:25
C7	AX	5	Day5,8:25	Day5,13:14
C7	BF	5	Day5,13:14	Day5,20:53
C7	AP	5	Day5,20:53	Day6,1:3
C7	AN	6	Day6,1:3	Day6,7:18
C7	AC	6	Day6,7:18	Day6,17:34
C7	AC	6	Day6,17:34	Day6,22:54
C7	AC	6	Day6,22:54	Day7,4:42
C7	AX	7	Day7,4:42	Day7,8:49
C7	AC	7	Day7,8:49	Day7,12:3
C7	AW	7	Day7,12:3	Day7,14:46
C7	AW	7	Day7,14:46	Day7,17:56
C7	AW	7	Day7,17:56	Day7,21:15
C7	AU	7	Day7,21:15	Day8,1:18
C7	AA	8	Day8,1:18	Day8,4:37
C7	AP	8	Day8,4:37	Day8,8:25
C7	AS	8	Day8,8:25	Day8,13:19
C7	AW	8	Day8,13:19	Day8,14:35
C7	AH	8	Day8,14:35	Day8,18:5
C7	AY	8	Day8,18:5	Day8,20:34
C7	BA	8	Day8,20:34	Day9,5:40
C7	AH	9	Day9,5:40	Day9,10:13
C7	AD	9	Day9,10:13	Day9,11:27
C7	AD	9	Day9,11:27	Day9,13:31
C7	AP	9	Day9,13:31	Day9,15:4
C7	AY	9	Day9,15:4	Day9,17:42
C7	AS	9	Day9,17:42	Day9,23:27
C7	AH	9	Day9,23:27	Day10,1:22
C7	AY	10	Day10,1:22	Day10,5:5
C7	AN	10	Day10,5:5	Day10,6:6
C7	AA	10	Day10,6:6	Day10,10:48
C7	AL	10	Day10,10:48	Day11,16:39
C7	AI	11	Day11,16:39	Day12,9:16
C7	AF	12	Day12,9:16	Day12,14:50
C7	AF	12	Day12,14:50	Day12,16:23
C7	AC	12	Day12,16:23	Day13,1:4
C7	AV	13	Day13,1:4	Day13,5:1
C7	BE	13	Day13,5:1	Day13,6:57
C7	AW	13	Day13,6:57	Day13,9:49
C7	AN	13	Day13,9:49	Day13,14:6
C7	AP	13	Day13,14:6	Day13,16:34
C7	AK	13	Day13,16:34	Day13,17:43
C7	AF	13	Day13,17:43	Day13,19:25
C7	AH	13	Day13,19:25	Day13,21:41
C7	AA	13	Day13,21:41	Day13,23:14
C7	AX	13	Day13,23:14	Day14,3:14
C7	BG	14	Day14,3:14	Day14,12:3
C7	AW	14	Day14,12:3	Day14,13:44
C7	AR	14	Day14,13:44	Day14,16:37
C7	AN	14	Day14,16:37	Day14,18:33
C7	AP	14	Day14,18:33	Day14,20:47
C7	AK	14	Day14,20:47	Day14,23:21
C7	AH	14	Day14,23:21	Day15,2:5
C7	AH	15	Day15,2:5	Day15,4:20
C7	AP	15	Day15,4:20	Day15,5:53
C7	AJ	15	Day15,5:53	Day15,11:59
C7	AF	15	Day15,11:59	Day15,14:14
C7	AD	15	Day15,14:14	Day15,15:20
C7	AY	15	Day15,15:20	Day15,20:25
C7	AY	15	Day15,20:25	Day16,3:3
C7	AU	16	Day16,3:3	Day16,11:26
C7	AW	16	Day16,11:26	Day16,14:33
C7	AA	16	Day16,14:33	Day16,21:14
C7	AH	16	Day16,21:14	Day16,23:6
C7	AN	16	Day16,23:6	Day17,7:47
C7	AU	17	Day17,7:47	Day17,9:56
C7	AD	17	Day17,9:56	Day17,11:38
C7	AF	17	Day17,11:38	Day17,15:20
C7	AK	17	Day17,15:20	Day17,17:15
C7	AG	17	Day17,17:15	Day18,0:14
C7	AK	18	Day18,0:14	Day18,2:10
C7	AD	18	Day18,2:10	Day18,3:41
C7	AH	18	Day18,3:41	Day18,5:37
C7	AS	18	Day18,5:37	Day18,11:45
C7	AF	18	Day18,11:45	Day18,12:59
C7	AC	18	Day18,12:59	Day18,17:38
C7	AW	18	Day18,17:38	Day18,19:42
C7	AV	18	Day18,19:42	Day18,23:20
C7	AV	18	Day18,23:20	Day19,2:0
C8	AB	1	Day1,0:52	Day1,10:16
C8	AB	1	Day1,10:16	Day1,15:40
C8	AW	1	Day1,15:40	Day1,16:40
C8	AD	1	Day1,16:40	Day1,18:36
C8	AN	1	Day1,18:36	Day1,22:41
C8	AJ	1	Day1,22:41	Day2,2:24
C8	BG	2	Day2,2:24	Day2,6:56
C8	AW	2	Day2,6:56	Day2,8:7
C8	AY	2	Day2,8:7	Day2,9:2
C8	AD	2	Day2,9:2	Day2,13:8
C8	BB	2	Day2,13:8	Day2,15:27
C8	AU	2	Day2,15:27	Day2,21:45
C8	AU	2	Day2,21:45	Day3,2:0
C8	AT	3	Day3,2:0	Day3,12:52
C8	AD	3	Day3,12:52	Day3,15:49
C8	AA	3	Day3,15:49	Day3,18:26
C8	AJ	3	Day3,18:26	Day3,20:31
C8	AH	3	Day3,20:31	Day4,4:42
C8	AG	4	Day4,4:42	Day4,9:45
C8	AH	4	Day4,9:45	Day4,11:56
C8	AN	4	Day4,11:56	Day4,14:46
C8	AS	4	Day4,14:46	Day4,16:21
C8	AP	4	Day4,16:21	Day4,19:21
C8	AW	4	Day4,19:21	Day4,20:16
C8	AP	4	Day4,20:16	Day4,21:44
C8	AM	4	Day4,21:44	Day5,17:58
C8	AU	5	Day5,17:58	Day6,2:49
C8	AU	6	Day6,2:49	Day6,17:34
C8	BF	6	Day6,17:34	Day7,2:55
C8	AP	7	Day7,2:55	Day7,6:29
C8	AY	7	Day7,6:29	Day7,9:30
C8	AB	7	Day7,9:30	Day7,14:46
C8	BF	7	Day7,14:46	Day7,20:29
C8	AK	7	Day7,20:29	Day7,23:26
C8	AT	7	Day7,23:26	Day8,9:2
C8	AD	8	Day8,9:2	Day8,11:14
C8	AF	8	Day8,11:14	Day8,13:19
C8	AS	8	Day8,13:19	Day8,22:35
C8	AH	8	Day8,22:35	Day9,0:27
C8	AK	9	Day9,0:27	Day9,1:58
C8	AY	9	Day9,1:58	Day9,5:40
C8	AW	9	Day9,5:40	Day9,10:13
C8	AP	9	Day9,10:13	Day9,11:27
C8	AF	9	Day9,11:27	Day9,13:31
C8	AX	9	Day9,13:31	Day9,16:47
C8	AW	9	Day9,16:47	Day9,17:42
C8	BG	9	Day9,17:42	Day9,21:27
C8	AR	9	Day9,21:27	Day9,23:27
C8	AA	9	Day9,23:27	Day10,3:4
C8	AH	10	Day10,3:4	Day10,5:5
C8	AK	10	Day10,5:5	Day10,9:57
C8	AK	10	Day10,9:57	Day10,12:30
C8	AV	10	Day10,12:30	Day10,15:58
C8	AV	10	Day10,15:58	Day10,19:42
C8	AF	10	Day10,19:42	Day10,23:11
C8	AK	10	Day10,23:11	Day11,6:54
C8	AP	11	Day11,6:54	Day11,8:46
C8	AJ	11	Day11,8:46	Day11,11:56
C8	AY	11	Day11,11:56	Day11,16:39
C8	AK	11	Day11,16:39	Day11,17:34
C8	AX	11	Day11,17:34	Day11,20:40
C8	AA	11	Day11,20:40	Day11,23:51
C8	BC	12	Day11,23:51	Day12,7:6
C8	AU	12	Day12,7:6	Day12,14:50
C8	AW	12	Day12,14:50	Day12,16:23
C8	AY	12	Day12,16:23	Day12,21:8
C8	BC	12	Day12,21:8	Day13,2:28
C8	BG	13	Day13,2:28	Day13,5:1
C8	AF	13	Day13,5:1	Day13,6:57
C8	AE	13	Day13,6:57	Day13,12:28
C8	AC	13	Day13,12:28	Day13,15:6
C8	AX	13	Day13,15:6	Day13,19:25
C8	AJ	13	Day13,19:25	Day13,21:41
C8	AW	13	Day13,21:41	Day13,23:14
C8	AS	13	Day13,23:14	Day14,3:14
C8	AW	14	Day14,3:14	Day14,12:3
C8	AN	14	Day14,12:3	Day14,13:44
C8	AC	14	Day14,13:44	Day14,18:33
C8	BG	14	Day14,18:33	Day14,23:21
C8	BB	14	Day14,23:21	Day15,2:5
C8	AF	15	Day15,2:5	Day15,2:56
C8	AF	15	Day15,2:56	Day15,4:20
C8	AB	15	Day15,4:20	Day15,5:53
C8	AN	15	Day15,5:53	Day15,7:30
C8	AV	15	Day15,7:30	Day15,16:43
C8	AV	15	Day15,16:43	Day15,20:25
C8	AV	15	Day15,20:25	Day16,3:3
C8	AY	16	Day16,3:3	Day16,5:9
C8	AW	16	Day16,5:9	Day16,8:38
C8	AW	16	Day16,8:38	Day16,11:26
C8	AJ	16	Day16,11:26	Day16,14:33
C8	BE	16	Day16,14:33	Day16,17:59
C8	AR	16	Day16,17:59	Day16,23:6
C8	AB	16	Day16,23:6	Day17,0:49
C8	BE	17	Day17,0:49	Day17,11:38
C8	AP	17	Day17,11:38	Day17,17:15
C8	AD	17	Day17,17:15	Day17,20:40
C8	AH	17	Day17,20:40	Day17,22:31
C8	AH	17	Day17,22:31	Day18,0:14
C8	AF	18	Day18,0:14	Day18,2:10
C8	AM	18	Day18,2:10	Day18,19:42
C8	AW	18	Day18,19:42	Day18,22:6
C8	AX	18	Day18,22:6	Day19,2:0
C9	AJ	1	Day1,0:52	Day1,8:33
C9	AY	1	Day1,8:33	Day1,15:40
C9	AB	1	Day1,15:40	Day1,18:36
C9	AI	1	Day1,18:36	Day2,13:8
C9	AP	2	Day2,13:8	Day2,19:14
C9	AR	2	Day2,19:14	Day3,3:6
C9	AN	3	Day3,3:6	Day3,9:22
C9	AF	3	Day3,9:22	Day3,10:4
C9	AY	3	Day3,10:4	Day3,11:14
C9	BG	3	Day3,11:14	Day3,15:49
C9	AY	3	Day3,15:49	Day3,18:26
C9	AN	3	Day3,18:26	Day3,20:31
C9	AE	3	Day3,20:31	Day4,7:30
C9	AE	4	Day4,7:30	Day4,9:45
C9	BE	4	Day4,9:45	Day4,14:46
C9	BA	4	Day4,14:46	Day4,16:21
C9	AX	4	Day4,16:21	Day4,20:16
C9	AX	4	Day4,20:16	Day4,23:32
C9	AC	4	Day4,23:32	Day5,3:56
C9	AH	5	Day5,3:56	Day5,5:47
C9	AR	5	Day5,5:47	Day5,11:27
C9	AD	5	Day5,11:27	Day5,14:52
C9	AY	5	Day5,14:52	Day5,16:34
C9	AK	5	Day5,16:34	Day5,17:58
C9	AH	5	Day5,17:58	Day5,20:53
C9	AH	5	Day5,20:53	Day5,22:49
C9	AK	5	Day5,22:49	Day6,2:12
C9	AR	6	Day6,2:12	Day6,7:55
C9	AR	6	Day6,7:55	Day6,13:10
C9	AR	6	Day6,13:10	Day6,18:16
C9	AU	6	Day6,18:16	Day7,4:42
C9	AA	7	Day7,4:42	Day7,10:26
C9	AA	7	Day7,10:26	Day7,14:13
C9	AV	7	Day7,14:13	Day7,19:0
C9	AH	7	Day7,19:0	Day7,21:52
C9	AE	7	Day7,21:52	Day8,1:59
C9	AU	8	Day8,1:59	Day8,9:2
C9	BA	8	Day8,9:2	Day8,14:35
C9	AA	8	Day8,14:35	Day8,18:5
C9	AC	8	Day8,18:5	Day8,22:35
C9	AX	8	Day8,22:35	Day9,1:58
C9	AR	9	Day9,1:58	Day9,3:49
C9	BG	9	Day9,3:49	Day9,10:13
C9	AF	9	Day9,10:13	Day9,11:27
C9	BF	9	Day9,11:27	Day9,20:40
C9	AF	9	Day9,20:40	Day9,23:27
C9	AF	9	Day9,23:27	Day10,1:22
C9	AH	10	Day10,1:22	Day10,3:4
C9	AC	10	Day10,3:4	Day10,9:57
C9	AN	10	Day10,9:57	Day10,14:35
C9	AB	10	Day10,14:35	Day10,17:22
C9	AC	10	Day10,17:22	Day11,8:46
C9	AP	11	Day11,8:46	Day11,10:14
C9	AN	11	Day11,10:14	Day11,16:39
C9	AP	11	Day11,16:39	Day11,19:7
C9	AS	11	Day11,19:7	Day11,22:13
C9	AP	11	Day11,22:13	Day11,23:51
C9	AA	12	Day11,23:51	Day12,6:15
C9	AF	12	Day12,6:15	Day12,7:6
C9	AS	12	Day12,7:6	Day12,12:41
C9	AH	12	Day12,12:41	Day12,13:54
C9	AP	12	Day12,13:54	Day12,16:23
C9	BF	12	Day12,16:23	Day13,1:4
C9	AH	13	Day13,1:4	Day13,3:10
C9	AF	13	Day13,3:10	Day13,5:1
C9	AZ	13	Day13,5:1	Day13,15:6
C9	BE	13	Day13,15:6	Day13,17:43
C9	BE	13	Day13,17:43	Day13,21:41
C9	AJ	13	Day13,21:41	Day13,23:14
C9	AF	13	Day13,23:14	Day14,3:14
C9	BE	14	Day14,3:14	Day14,12:49
C9	AE	14	Day14,12:49	Day14,16:37
C9	AJ	14	Day14,16:37	Day14,20:47
C9	AX	14	Day14,20:47	Day14,23:21
C9	AE	14	Day14,23:21	Day15,4:20
C9	AC	15	Day15,4:20	Day15,7:30
C9	AF	15	Day15,7:30	Day15,11:59
C9	AD	15	Day15,11:59	Day15,14:14
C9	AR	15	Day15,14:14	Day15,15:20
C9	AJ	15	Day15,15:20	Day15,17:20
C9	AP	15	Day15,17:20	Day15,22:16
C9	AP	15	Day15,22:16	Day16,3:3
C9	AA	16	Day16,3:3	Day16,10:30
C9	AD	16	Day16,10:30	Day16,13:0
C9	BG	16	Day16,13:0	Day16,14:33
C9	AX	16	Day16,14:33	Day16,19:14
C9	AH	16	Day16,19:14	Day16,21:14
C9	AP	16	Day16,21:14	Day16,23:6
C9	AU	16	Day16,23:6	Day17,0:49
C9	AX	17	Day17,0:49	Day17,8:52
C9	AK	17	Day17,8:52	Day17,9:56
C9	BB	17	Day17,9:56	Day17,11:38
C9	AE	17	Day17,11:38	Day17,22:31
C9	AF	17	Day17,22:31	Day18,0:14
C9	BE	18	Day18,0:14	Day18,2:36
C9	AH	18	Day18,2:36	Day18,3:41
C9	AN	18	Day18,3:41	Day18,7:10
C9	AN	18	Day18,7:10	Day18,11:8
C9	AH	18	Day18,11:8	Day18,14:19
C9	BF	18	Day18,14:19	Day19,1:36
C10	AM	1	Day1,0:52	Day2,1:19
C10	AH	2	Day2,1:19	Day2,7:20
C10	AH	2	Day2,7:20	Day2,9:2
C10	BB	2	Day2,9:2	Day2,13:8
C10	AU	2	Day2,13:8	Day2,15:27
C10	AN	2	Day2,15:27	Day2,21:45
C10	BG	2	Day2,21:45	Day3,0:27
C10	AJ	3	Day3,0:27	Day3,3:6
C10	AW	3	Day3,3:6	Day3,10:4
C10	AH	3	Day3,10:4	Day3,12:52
C10	AS	3	Day3,12:52	Day3,15:49
C10	AD	3	Day3,15:49	Day3,18:26
C10	AD	3	Day3,18:26	Day3,20:31
C10	AX	3	Day3,20:31	Day4,4:42
C10	AH	4	Day4,4:42	Day4,7:30
C10	AU	4	Day4,7:30	Day4,9:45
C10	AX	4	Day4,9:45	Day4,16:21
C10	AU	4	Day4,16:21	Day4,21:44
C10	AJ	4	Day4,21:44	Day5,0:55
C10	AY	5	Day5,0:55	Day5,4:51
C10	AL	5	Day5,4:51	Day5,16:34
C10	AV	5	Day5,16:34	Day5,20:2
C10	BB	5	Day5,20:2	Day6,2:49
C10	AT	6	Day6,2:49	Day6,17:34
C10	AO	6	Day6,17:34	Day8,6:47
C10	AR	8	Day8,6:47	Day8,9:30
C10	AW	8	Day8,9:30	Day8,11:14
C10	AB	8	Day8,11:14	Day8,14:35
C10	AD	8	Day8,14:35	Day8,16:9
C10	AN	8	Day8,16:9	Day8,18:5
C10	AH	8	Day8,18:5	Day8,20:34
C10	AH	8	Day8,20:34	Day8,22:35
C10	AS	8	Day8,22:35	Day9,0:27
C10	AM	9	Day9,0:27	Day9,13:31
C10	AW	9	Day9,13:31	Day9,15:4
C10	AK	9	Day9,15:4	Day9,17:42
C10	AZ	9	Day9,17:42	Day9,21:27
C10	AZ	9	Day9,21:27	Day10,6:6
C10	AB	10	Day10,6:6	Day10,9:57
C10	AX	10	Day10,9:57	Day10,14:35
C10	AF	10	Day10,14:35	Day10,15:58
C10	AN	10	Day10,15:58	Day10,19:42
C10	AT	10	Day10,19:42	Day11,11:56
C10	AF	11	Day11,11:56	Day11,16:39
C10	AW	11	Day11,16:39	Day11,17:34
C10	AR	11	Day11,17:34	Day11,23:51
C10	AF	12	Day11,23:51	Day12,1:10
C10	AC	12	Day12,1:10	Day12,7:6
C10	AB	12	Day12,7:6	Day12,9:16
C10	BD	12	Day12,9:16	Day12,18:19
C10	AP	12	Day12,18:19	Day12,21:8
C10	AS	12	Day12,21:8	Day13,2:28
C10	AS	13	Day13,2:28	Day13,5:1
C10	AV	13	Day13,5:1	Day13,9:49
C10	BG	13	Day13,9:49	Day13,14:6
C10	AN	13	Day13,14:6	Day13,16:34
C10	AP	13	Day13,16:34	Day13,17:43
C10	AU	13	Day13,17:43	Day13,21:41
C10	BG	13	Day13,21:41	Day14,3:14
C10	AK	14	Day14,3:14	Day14,12:49
C10	AH	14	Day14,12:49	Day14,15:13
C10	AP	14	Day14,15:13	Day14,16:37
C10	AW	14	Day14,16:37	Day14,18:33
C10	AL	14	Day14,18:33	Day15,11:59
C10	AJ	15	Day15,11:59	Day15,15:20
C10	AF	15	Day15,15:20	Day15,17:20
C10	BG	15	Day15,17:20	Day16,3:3
C10	BG	16	Day16,3:3	Day16,9:10
C10	BG	16	Day16,9:10	Day16,13:0
C10	AD	16	Day16,13:0	Day16,14:33
C10	AK	16	Day16,14:33	Day16,17:59
C10	AW	16	Day16,17:59	Day16,21:14
C10	AX	16	Day16,21:14	Day17,0:49
C10	AB	17	Day17,0:49	Day17,7:47
C10	AW	17	Day17,7:47	Day17,9:56
C10	AP	17	Day17,9:56	Day17,11:38
C10	BG	17	Day17,11:38	Day17,17:15
C10	AB	17	Day17,17:15	Day17,20:40
C10	AV	17	Day17,20:40	Day18,2:36
C10	AK	18	Day18,2:36	Day18,3:41
C10	AW	18	Day18,3:41	Day18,7:10
C10	BG	18	Day18,7:10	Day18,11:8
C10	AE	18	Day18,11:8	Day18,14:19
C10	AS	18	Day18,14:19	Day18,17:38
C10	AC	18	Day18,17:38	Day18,22:6
C10	AR	18	Day18,22:6	Day19,0:59
C10	AK	19	Day19,0:59	Day19,1:36
C11	AC	1	Day1,0:52	Day1,11:26
C11	AW	1	Day1,11:26	Day1,15:40
C11	AR	1	Day1,15:40	Day1,18:36
C11	AP	1	Day1,18:36	Day1,20:14
C11	AW	1	Day1,20:14	Day1,22:41
C11	AU	1	Day1,22:41	Day2,2:24
C11	AF	2	Day2,2:24	Day2,6:56
C11	AR	2	Day2,6:56	Day2,8:7
C11	AN	2	Day2,8:7	Day2,11:40
C11	BG	2	Day2,11:40	Day2,13:8
C11	AB	2	Day2,13:8	Day2,15:27
C11	AC	2	Day2,15:27	Day2,22:36
C11	AP	2	Day2,22:36	Day3,0:27
C11	AW	3	Day3,0:27	Day3,3:6
C11	AS	3	Day3,3:6	Day3,10:4
C11	AW	3	Day3,10:4	Day3,11:14
C11	AG	3	Day3,11:14	Day3,20:31
C11	AP	3	Day3,20:31	Day4,2:44
C11	BE	4	Day4,2:44	Day4,7:30
C11	BC	4	Day4,7:30	Day4,14:46
C11	AN	4	Day4,14:46	Day4,19:21
C11	AH	4	Day4,19:21	Day4,21:44
C11	BE	4	Day4,21:44	Day5,3:56
C11	AC	5	Day5,3:56	Day5,5:47
C11	AA	5	Day5,5:47	Day5,7:15
C11	AY	5	Day5,7:15	Day5,10:17
C11	BE	5	Day5,10:17	Day5,14:52
C11	BE	5	Day5,14:52	Day6,0:26
C11	BE	6	Day6,0:26	Day6,9:14
C11	AJ	6	Day6,9:14	Day6,15:15
C11	AW	6	Day6,15:15	Day6,19:11
C11	BG	6	Day6,19:11	Day6,23:31
C11	BG	6	Day6,23:31	Day7,3:32
C11	BG	7	Day7,3:32	Day7,8:2
C11	BG	7	Day7,8:2	Day7,15:19
C11	AX	7	Day7,15:19	Day7,17:56
C11	AR	7	Day7,17:56	Day7,21:15
C11	BE	7	Day7,21:15	Day8,2:28
C11	AF	8	Day8,2:28	Day8,5:23
C11	AX	8	Day8,5:23	Day8,7:15
C11	BB	8	Day8,7:15	Day8,13:43
C11	AP	8	Day8,13:43	Day8,16:9
C11	AQ	8	Day8,16:9	Day9,2:53
C11	AP	9	Day9,2:53	Day9,3:49
C11	AE	9	Day9,3:49	Day9,10:13
C11	AH	9	Day9,10:13	Day9,13:31
C11	AH	9	Day9,13:31	Day9,16:47
C11	AB	9	Day9,16:47	Day9,21:27
C11	BG	9	Day9,21:27	Day9,23:27
C11	BE	9	Day9,23:27	Day10,1:22
C11	AX	10	Day10,1:22	Day10,3:4
C11	AX	10	Day10,3:4	Day10,9:57
C11	AW	10	Day10,9:57	Day10,12:30
C11	AK	10	Day10,12:30	Day10,13:39
C11	AY	10	Day10,13:39	Day10,15:58
C11	AQ	10	Day10,15:58	Day11,6:54
C11	AE	11	Day11,6:54	Day11,7:50
C11	AK	11	Day11,7:50	Day11,10:14
C11	BG	11	Day11,10:14	Day11,16:39
C11	AB	11	Day11,16:39	Day11,20:40
C11	AH	11	Day11,20:40	Day11,22:13
C11	AK	11	Day11,22:13	Day11,23:51
C11	AW	12	Day11,23:51	Day12,1:10
C11	BE	12	Day12,1:10	Day12,7:6
C11	AP	12	Day12,7:6	Day12,8:21
C11	AH	12	Day12,8:21	Day12,12:41
C11	BB	12	Day12,12:41	Day12,14:50
C11	AB	12	Day12,14:50	Day12,18:19
C11	AR	12	Day12,18:19	Day13,1:4
C11	BE	13	Day13,1:4	Day13,5:1
C11	AJ	13	Day13,5:1	Day13,6:57
C11	AH	13	Day13,6:57	Day13,9:49
C11	AK	13	Day13,9:49	Day13,12:28
C11	AE	13	Day13,12:28	Day13,15:6
C11	AV	13	Day13,15:6	Day13,19:25
C11	AF	13	Day13,19:25	Day13,23:14
C11	AW	13	Day13,23:14	Day14,3:14
C11	AY	14	Day14,3:14	Day14,12:3
C11	AF	14	Day14,12:3	Day14,13:44
C11	AJ	14	Day14,13:44	Day14,16:37
C11	AK	14	Day14,16:37	Day14,18:33
C11	BE	14	Day14,18:33	Day14,20:47
C11	AF	14	Day14,20:47	Day14,23:21
C11	AN	14	Day14,23:21	Day15,2:5
C11	BG	15	Day15,2:5	Day15,5:53
C11	AF	15	Day15,5:53	Day15,7:30
C11	BB	15	Day15,7:30	Day15,14:14
C11	AW	15	Day15,14:14	Day15,15:20
C11	AB	15	Day15,15:20	Day15,21:20
C11	AW	15	Day15,21:20	Day16,1:35
C11	AW	16	Day16,1:35	Day16,5:9
C11	AQ	16	Day16,5:9	Day16,16:6
C11	AU	16	Day16,16:6	Day16,19:14
C11	AB	16	Day16,19:14	Day16,21:14
C11	AB	16	Day16,21:14	Day16,23:6
C11	AW	16	Day16,23:6	Day17,7:47
C11	AD	17	Day17,7:47	Day17,9:56
C11	AT	17	Day17,9:56	Day17,19:2
C11	AH	17	Day17,19:2	Day17,20:40
C11	AJ	17	Day17,20:40	Day17,22:31
C11	AW	17	Day17,22:31	Day18,0:14
C11	AL	18	Day18,0:14	Day18,19:42
C11	AS	18	Day18,19:42	Day19,2:0
C12	AN	1	Day1,0:52	Day1,8:33
C12	AW	1	Day1,8:33	Day1,11:26
C12	AX	1	Day1,11:26	Day1,16:40
C12	AY	1	Day1,16:40	Day1,20:14
C12	AP	1	Day1,20:14	Day1,22:41
C12	AR	1	Day1,22:41	Day2,6:56
C12	AJ	2	Day2,6:56	Day2,13:8
C12	BG	2	Day2,13:8	Day2,21:45
C12	AJ	2	Day2,21:45	Day3,0:27
C12	BD	3	Day3,0:27	Day3,15:49
C12	AQ	3	Day3,15:49	Day4,2:44
C12	AK	4	Day4,2:44	Day4,7:30
C12	AK	4	Day4,7:30	Day4,11:56
C12	AK	4	Day4,11:56	Day4,15:14
